id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Kim Yeontan,New sub here. I love your reaction and I love Morissette too.,0,61,1,Positive,0,Not-Request,,,,
leonora alanza,"salamat po for the reaction...I want you also to react to ""a whole new world"" in Aladdin covered by morisette amon and Darren espanto on Wish 1075",3,146,1,Positive,1,Request,,,,
Kurt Russel Barcilla,"Pls react to Morissette Amon sing Mariah Carey Song 'I Wanna Know What Love Is' Live Performance on MYX PHILIPPINES, thank you.",1,127,33,SS,1,Request,,,,
maylanavenet natividad,Akin ka nalang means please be mine,1,35,33,SS,0,Not-Request,,,,
I am watching this vid.,this is out of the blue... please react to Ryan Bang's Shoping...,0,65,33,SS,1,Request,,,,
Lucile Rocamora,"please react to You are the reason by morissette and daryl ong,  stone cold , never enough by morissette",0,104,33,SS,1,Request,,,,
Senpai Noona,youre so cute....,1,17,1,Positive,0,Not-Request,,,,
Minoe Cordova,"The vocal training we have in the Philippines was being friends in either a big drum or at the sea them followed by a vocalization. Parents personally trains their own child because having vocal teachers are expensive and many of our great singers came from a not so well family. Another was we  almost got every sitio of our barangays with singing contest and most of the houses in the Philippines got their own karaoke machine. With or without celebrations, we sing our hearts out. ",0,484,0,Negative,0,Not-Request,,,,
Wena Frigillana,I can't wait to watch.. when you cover it. ..,0,45,1,Positive,1,Request,,,,
Melinda Gadores,"Wait till you hear KATRINA VELAaRDE 's ""Somewhere over the rainbow"" try it and you'll have goosebumps allover ",0,110,33,SS,1,Request,,,,
Dorica Landicho,We want to hear you singing it.will wait.,0,41,1,Positive,1,Request,,,,
Ma. Jay Ivie Caboteja,Please react to her resignation pleaseeee,0,41,33,SS,1,Request,,,,
Geraldine agaton,Never Enough of Morissette on wish 107.5 pls. Thanks,0,52,33,SS,1,Request,,,,
Aileen Jacla,Hi. React also on KZ tandingan's rolling in the deep. ,2,54,33,SS,1,Request,,,,
Marisa Amansec,We are exposed to singing because of karaoke (노래방) in every household and we love singing so much.,0,98,0,Negative,1,Request,,,,
Zachary vince Puroy,Please react to tnt boys a milion dreams thanks,0,47,33,SS,1,Request,,,,
russel dave,Try daryl ong thinking out loud you will be shokt,0,49,33,SS,1,Request,,,,
Regine Alonzo,"Hi taetae how are you? Will you please react the new song of morisette duet with jason dy.. You will love it man.. It is called ""dyan ba sa langit""which means there in heaven...you are so cute by the way.....",0,208,1,Positive,1,Request,,,,
Heavenly Peace,Thank you for visiting the PHILIPPINES! We have more great singers here like Morisette so please react to them too. Thanks ,0,123,1,Positive,1,Request,,,,
Queenie Stanford,RESIGNATION COVER BY MORRISETH AMON. PLEASE!!!,1,46,33,SS,1,Request,,,,
April Joy Bernal,Hi....thank you for reacting to mori....Can u pls react to michael pangilinan lay me down cover....thank u,0,106,1,Positive,1,Request,,,,
Lanie B.,Please do a cover of this song please. ,0,39,1,Positive,1,Request,,,,
Mutia Nurul Oktavia,I always satisfied when people reacting to this song.. Nice reaction ,0,69,1,Positive,0,Not-Request,,,,
Arcel Sabellano,Filipino here  thank you for making this review. Morissette Amon is really one of the best singers here in the Philippines ,0,123,1,Positive,0,Not-Request,,,,
Ana MAY Parohinog,I like morissette a lot but i like you so much  joke,0,52,1,Positive,0,Not-Request,,,,
J 17,You must watch KZ Tandingan song Rolling in the deep you may love it,0,68,33,SS,1,Request,,,,
Ace Mozart,more of morissette pls! ,0,24,33,SS,1,Request,,,,
eat sleep MORISSETTE,"New subs here!!! Keep reacting all about her,and welcome to morissette's world ",8,79,1,Positive,1,Request,,,,
raffy culalic,please react to katrina velarde's go the distance,0,49,33,SS,1,Request,,,,
rararara rararara,Almost every people in Philippines starts singing in karaokes as young as 5 or 6 years old hahahahaha,0,101,0,Negative,0,Not-Request,,,,
 ,Please react to Morissette's rendition of And I'm telling you (live from the consert) It's perfect.,4,99,1,Positive,1,Request,,,,
Marj Morante,"HI, FROM PHILIPPINES ",0,21,1,Positive,0,Not-Request,,,,
Hencel Deanon,"There are 2 existing singing system in the Philippines, sir. 1. Is the Church system. And, 2. Is the Videoke system!",0,116,0,Negative,0,Not-Request,,,,
Ariana Michelle,React to dimash SOS ,1,20,33,SS,1,Request,,,,
lee octa,New subscriber here. More reactions to our beloved Morissette.,0,62,1,Positive,1,Request,,,,
Gil Brosas,You should have turn on your captions/sub titles to get the translation of the song.,0,84,0,Negative,0,Not-Request,,,,
robelyn sumayang,New sub here from Philippines  ,0,31,1,Positive,0,Not-Request,,,,
CrescentMoon,"Just sub and liked. Please do a cover of her Akin Ka Na Lang. Also can you please react to Morissette Amon cover of ""Never Enough"" on Wish Bus 107.5 Thank you.",0,159,1,Positive,1,Request,,,,
Ronilo Alfanza,Please react to her cover song Rise up on the wish bus..,0,56,33,SS,1,Request,,,,
Jamilla Christi,Hi! Please do a reaction to Sharlene San Pedro's Everything Will Be Alright MV. Thanks in advance! ,1,99,33,SS,1,Request,,,,
Regina Tamondong,new sub.. came here for Morisette and by the way this reaction video is really good ,0,84,1,Positive,0,Not-Request,,,,
Abbegail Riego,i suggest you try reacting to kz tandingan she's also a great singer in the philippines,0,87,33,SS,1,Request,,,,
sweet hyeongjun,what karaoke? cant relate i only have bathroom,0,46,33,SS,0,Not-Request,,,,
Glenda Jane Saludar,I frel relief too when I saw your reaction hehehe. I'm from Philippines anyways. Morisette is the best ,0,103,1,Positive,0,Not-Request,,,,
Kimberly PH,Please react also to Katrina velarde if you not yet hear her impressions,0,72,33,SS,1,Request,,,,
Gabrielle Sualibio,A cover of this song??? That would be amazing!!,0,47,1,Positive,1,Request,,,,
쏘쏘,와우 제 플레이리스트가 글로벌화 되는 순간... 후반부가 너무 좋아서 머리에 계속 맴돌아요 ,6,51,33,SS,0,Not-Request,,,,
Diebie Cabatingan,Pls see 4th power its from the Philippines also a good singers,0,62,33,SS,1,Request,,,,
Lindo Seguritan,Please react to Morisette Amon's cover of Rise Up.  Thanks.,0,59,33,SS,1,Request,,,,
Via Lee,"One Sweet Day by Katrina, Bugoy, Khel and Daryl Ong please or Daryl Ong's songs",0,79,33,SS,1,Request,,,,
ELLA CHOI,I love philipine i love u morisette,0,35,1,Positive,0,Not-Request,,,,
r f,Please react to Darren Espanto I believe!!!,2,43,33,SS,1,Request,,,,
사나미나토자키,Srsly you look like kim namjoon,0,31,1,Positive,0,Not-Request,,,,
Joseph Cong,Sing submerged shoulder down under water is common way of training the voice in PH. ,0,84,33,SS,0,Not-Request,,,,
simply me,A filipino pridethank u for reacting to our one nd only morisetteakin k n lang(can u be mine/plz be mine),3,105,1,Positive,0,Not-Request,,,,
gina manlangit,singing in bathroom loud as can,0,31,0,Negative,0,Not-Request,,,,
christy malinao,Please react to morisette amon Shine on  wish bus thank you,0,59,33,SS,1,Request,,,,
박안니카,"Ommooo nice reaction chinguya. Btw, you look like ryan bang there. ",0,67,1,Positive,0,Not-Request,,,,
Meinxxi,ommmmgggg Daehwi and Woojin??? svgdhsdgdskdbvdjdhd ,2,51,1,Positive,0,Not-Request,,,,
징스 JinX,i like you more than morissette hahaha,0,38,0,Negative,1,Request,,,,
Miss B,Did you catch that phrase where she sang for 15 seconds in one breath? Because that was 15 seconds sang sang with runs and high notes in one breath. This woman has amazing breath support. <3,0,190,33,SS,0,Not-Request,,,,
Sheenuhh,You should react to Morisettes  version of Resignation at Asia song festival in Busan 2018,1,90,33,SS,1,Request,,,,
johnrick mabini,"Videoke machine are invented by filipino, 7 of 10 housholds owns it. You can hear them singing everywhere, singing is their national sports.. so dont be surprised. Morisete are one of thousands of singers in the phils",0,217,0,Negative,0,Not-Request,,,,
John Lyle Soricho,"I'm a new subscriber here. Try to check out her version of the song ""I want to know what love is"" where she helds a long whistle note.",1,134,1,Positive,1,Request,,,,
Mita Arabis,New subcriber from Philippines...Salamat po...,0,46,1,Positive,0,Not-Request,,,,
arjey bonagwa,Who is ailee?,0,13,33,SS,0,Not-Request,,,,
Romney Lapura,101% of the comments are from the philippines hahaha,0,52,1,Positive,0,Not-Request,,,,
Angela Calonia,You definitely need to do a cover,0,33,1,Positive,1,Request,,,,
ANNIKA BALLESTEROS,"More morriset song please try rise up and never enough, you and i..Stone cold on mxy on lived",0,93,33,SS,1,Request,,,,
otaku chill,thanks for reacting moriiii.....she's my drug you know..im addicted to her...hahahaim the new subscriber here....,1,113,1,Positive,0,Not-Request,,,,
Analyn Austria,"I came here because of Morissette Amon. Thank you for reacting her! More of her, please. ",0,89,33,SS,1,Request,,,,
BlackPink Is The Revolution,Please make a cover of the song! :),0,35,1,Positive,1,Request,,,,
Bryan Panzo Bulan,I'm from Philippines! Thanks for watching Asia's Phoenix ,0,57,1,Positive,0,Not-Request,,,,
Angela Dela Cruz,"Filipinos, practice in their bathrooms and perform live in karaoke. Thats our training I guess. ",0,96,0,Negative,0,Not-Request,,,,
rabbit guppy,"and that was the so called 5:30 ""EXOTIC"" 5:56 hahahaha",0,54,1,Positive,0,Not-Request,,,,
czaricaanne merana,Your good in tagalog . Im filipino ilove phil song but ilovebts ,0,64,1,Positive,0,Not-Request,,,,
Paola Sarcia,New sub bc of your resignation reaction of morisette ,0,53,1,Positive,1,Request,,,,
Mina Kim,Vocal Training? They are train with Karaoke ,0,44,0,Negative,0,Not-Request,,,,
Lihkay Lihkay222,mori,0,4,33,SS,0,Not-Request,,,,
Silent night,"Great reaction!  I hope that you will react to the best voices in the Philippines. Please listen to Charice Pempengco aka Jake, Katrina Velarde, Regine Velasquez, Eumee Capile, Morisette Amon, Kz Tandingan and Daren Espanto. Thank you! ",3,236,1,Positive,1,Request,,,,
Joshuanil Mending,Have you heard of The Asias Songbird? If you havent.. shes Regine Velasquez Alcasid ,0,84,33,SS,1,Request,,,,
chinoypi pasaway,"Please make reaction to Katrina Velarde ""Somewhere over the rainbow""...",0,71,33,SS,1,Request,,,,
Haide Barcenas,"New filipina subscriber here! More reactions of our queen morisette please please react to here ""run the show"" on ASAP will be waiting thanks and more power to your channel",0,172,1,Positive,1,Request,,,,
Ariana Michelle,React to dimash SOS ,2,20,33,SS,1,Request,,,,
Via Lee,"Like many mentioned, it seems to be an innate talent amongst Filipinos. Plus Karaokes in every street and parties and well...singing is like a hobby in Philippines. A lot of amazing singers-even normal people or hose famous ones didnt have any professional training whatsoever. Just natural skill...that I dont have. My Filipino card will be revoked soon.",0,355,0,Negative,0,Not-Request,,,,
Someone Else,We eat vocal training in our rice,0,33,0,Negative,0,Not-Request,,,,
Ariana Michelle,React to dimash SOS ,0,20,33,SS,1,Request,,,,
Ariana Michelle,React to dimash SOS ,0,20,33,SS,1,Request,,,,
Rosalio Pelarion,"Please react to Daryl Ong cover ""Thingking Out Loud""",1,52,33,SS,1,Request,,,,
Julie Samonte,Pls. React also to katrina Velarde sing Never Enough..,1,54,33,SS,1,Request,,,,
Bhel Adem,New subscriber here ,1,20,1,Positive,0,Not-Request,,,,
Lee Felix,Charice Pempengco is now Jake Zyrus lol,0,39,33,SS,0,Not-Request,,,,
Enclair,Looking at the subs and thinking ....god how much will you say,0,62,0,Negative,0,Not-Request,,,,
marie fernando,Please react to darren and morrisette the whole new world in live Wish bus ....and cover  stone cold live in MYX  thankssss,1,123,33,SS,1,Request,,,,
RiRi Villa Ga,And please say hi to Lee Dae Hwi for me. 감사합니다.,0,47,1,Positive,0,Not-Request,,,,
28-Jan-82,There is  english  sub  you  should  have  turn it  hehe nice reaction  by the way,3,82,1,Positive,0,Not-Request,,,,
J.T ssi,Thank you for reviewing her vocals Kamsahamnidaaaa,0,50,1,Positive,0,Not-Request,,,,
janie sablas,Hi!.new subscriber here from philippines...tnx for reacting to morisette amon a.k.a asia's phoenix...90% of filipinos don't have vocal trainee its a gift having an amazing vocal skill...please react also to her cover'never enough'live in wish bus 107.5,0,252,1,Positive,1,Request,,,,
Rea Carbonilla,"There is a korean version of her song ""Akin Ka Na Lang"" sung by Ms. Bora. You may check out if you want ",0,104,33,SS,1,Request,,,,
fuanghuang PrinCeSs,I subscribed becuZ he watch Philippines....,1,43,1,Positive,0,Not-Request,,,,
Nira lez,Hi.... Dimash plissss Reaction ,0,31,33,SS,1,Request,,,,
R - ChelYn,"Hello, nice reaction.Please react to her music video cover of ""You are the reason"" with Daryl Ong.  thank you.i hope you will enjoy watching it.",10,144,1,Positive,1,Request,,,,
Andrea C,I enjoyed your reaction.  Morissette is incredible!  I hope you decide to cover this song.,1,90,1,Positive,1,Request,,,,
analyn LM,plse make reaction to kristel fulgar philippine singer also sing korean ost drama.to see the pilipino singer is very good,0,121,33,SS,1,Request,,,,
Rahanayu Syaputri,Please reaction tiffani afifa-180 degree,0,40,33,SS,1,Request,,,,
Ingrid Chin Wing,Try to react to morisette Run the show. Very good,0,49,33,SS,1,Request,,,,
Raj Patricio,Did you actually cover the song?,0,32,1,Positive,1,Request,,,,
Mitchy Ko,The vocal training here in the philippines is very cheap...all u need is 5 peso coins and the KaraOke hahah,0,107,0,Negative,0,Not-Request,,,,
Marly Dacalos,Pls react to tnt boys listen,0,28,33,SS,1,Request,,,,
neilneil,"This is actually the only song I like from her since I don't really like 'birit songs' or songs with high notes, cause my ears get really irritated by those haha. But she's no doubt a spectacular artist. ^^",0,206,33,SS,0,Not-Request,,,,
Megan Maragay,"I love your reaction,  and didn't notice i already subscribe you already lols ",0,78,1,Positive,0,Not-Request,,,,
Geng Albia Jumalon,Nice to meet you too.. from,0,27,1,Positive,0,Not-Request,,,,
zachee14,Please react to katrina velarde- Go the distance,0,48,33,SS,1,Request,,,,
Mj Juana,One of the best. Just want  point out coz theres a lot of great singers in the PH,0,81,33,SS,1,Request,,,,
john quilantang,More reaction to philippine singers plz..new sub here,1,53,1,Positive,1,Request,,,,
Lee Felix,"""Akin ka na lang""Me: Sure! Why not? HahahahahaMarupocpoc hahahahaha",0,67,1,Positive,0,Not-Request,,,,
Cecile Ann Patiam,Waaaah! From Cavite Philippines here! <3,1,40,33,SS,0,Not-Request,,,,
PT Purposes,"Please do a reaction of morissette's ""rise up"". She's really good.",0,66,33,SS,1,Request,,,,
Hey Ho,Waiting for your cover now ,0,27,1,Positive,1,Request,,,,
Victorio Troyo,New subscriber here. 'coz of Morissette Amon.Thank you so much! For your reaction to my one and only LOVE.more of her pls.,2,122,1,Positive,1,Request,,,,
Analiza Red,can u react to kriztel fulgar she is doing korean cover of dream by suzy and count on me thnks...,0,97,33,SS,1,Request,,,,
Mina Myoui,Vocal training system=karaoke ,0,30,0,Negative,0,Not-Request,,,,
Salve Alagao,Hi please try react tnt boys TNTv,0,33,33,SS,1,Request,,,,
Marie Medalla,Oh my God.. you've got a really cute reaction..thank you..,0,58,1,Positive,0,Not-Request,,,,
john michael rollon,Kamsahammida!,0,13,1,Positive,0,Not-Request,,,,
제닌JENINE,i enjoy your revies so much ,0,28,1,Positive,0,Not-Request,,,,
Ruel Abono,Please react to morissette amon..cover secret love...please..please..thnx ..,4,76,33,SS,1,Request,,,,
Aguilar Ruth,Helllo  salamat means thank you  pls.... React to her Never enough and Shine and cold stone  you    will enjoy it,2,113,1,Positive,1,Request,,,,
Ms Eu,Anneyeong! New subscriber .. from  SB19 you react..,0,51,1,Positive,0,Not-Request,,,,
Scarlet Red86,Oh.....new subscriber here bcoz.u reacted to.mori.  .....more.mori.plz..... ,2,76,1,Positive,1,Request,,,,
Kim Minseokiii,please review Morissette's cover of Resignation~,3,48,33,SS,1,Request,,,,
Rona jane Arnonobal,Please react to marcelito pomoy the prayer on wish bus,0,54,33,SS,1,Request,,,,
AZ UMI,"More Morisette Amon reaction please.. React to her performance in Asias Song Festival 2018 at busan, she sang a korean song translated it in english, the title is ""Resignation"" but you can react to the whole performance as well. ",0,229,33,SS,1,Request,,,,
Michelle Paraon,Please watch morissette amon cover of resignation by lee yong hyun,3,66,33,SS,1,Request,,,,
enaya ame,Please react to her cover of Never enough,2,41,33,SS,1,Request,,,,
crunch rock24,Very Nice Reaction Please react to her version of bohemian rhapsody and never enough..  Thanks!! ,0,97,1,Positive,1,Request,,,,
Nikks Villareal,"Please react to Marcelito Pomoy cover ""The Prayer"" by Celine Dion. It won't disappoint you! Thanks!",0,99,33,SS,1,Request,,,,
Rhea Jane Cambang,"Hello, new subscriber here from Philppines",0,42,1,Positive,0,Not-Request,,,,
ralph constantine alngog,You are welcome You are cute ,0,29,1,Positive,0,Not-Request,,,,
ac advento,There's an english caption for that song.,0,41,0,Negative,0,Not-Request,,,,
JV 0524,Great reaction. Watch her performances from Asia Song Festivals 2017 & 2018 from Busan ,6,87,1,Positive,1,Request,,,,
Lenilyn Guiruela,Salamat po.  from Philippines.,0,30,1,Positive,0,Not-Request,,,,
Angel Quiday,Cute reaction,0,13,1,Positive,0,Not-Request,,,,
Arvin Gabia,I love your reaction new subscriber from Philippines kindly check  Katrina Velarde Go The Distance in Wish Bus  and Never  Enough  Thank you and God blessed,0,156,1,Positive,1,Request,,,,
Vanilla King,Turn on the caption for english subs,0,36,0,Negative,0,Not-Request,,,,
Lyko Huang CHNNL,Best vocal trainer in ph is karaoke.,0,36,0,Negative,0,Not-Request,,,,
Jayson Isidro,Thanks for the reaction i hope you could listen also here cover song i want to know what love is,0,96,1,Positive,1,Request,,,,
Liandrei De Villa,Please comment as  well to her Rise up and Never enough cover. Thanks for reacting to her,0,89,1,Positive,1,Request,,,,
BlackFlower Youtube,PLEASE REACT TO HER ASIA SONG FESTIVAL 2017,3,43,33,SS,1,Request,,,,
Mhark Meynard Timola,Cavite here ,0,12,33,SS,0,Not-Request,,,,
Jhu Nah Reas,Stress releiver,0,15,1,Positive,0,Not-Request,,,,
Annalyn Amados,Oppa more reaction of mori please  Thank you in advance... ,0,59,33,SS,1,Request,,,,
Jeremelyn Juanite,New subscriber here from philippines.  Tnx for reacting to morissette.  I hope u can react to daren espanto on wish bus 107.5  he sung i believe.,1,145,1,Positive,1,Request,,,,
Leymark Ojana,"Please do reaction also with Morissette Amon live performance  at MYX singing ""I wanna know what love is""",1,105,33,SS,1,Request,,,,
marina batiancila,"Yeah ,thank you for your  honest reaction.",0,42,1,Positive,0,Not-Request,,,,
sarah tanio,Please react to Morissette Asia's Song Festival 2018 :),0,55,33,SS,1,Request,,,,
Kanesha Daza,"Hello!!  please have a Reaction of ""Streets of gold"" of Z- Girls and ""Holla Holla"" by Z-Boys they from different countries Like Philippines,Indonesia,Vietnam,taiwan,Thailand,Japan and India._",0,191,33,SS,1,Request,,,,
JBC,Charice pempegco is now Jake zyrus hehe,0,39,33,SS,0,Not-Request,,,,
Trisha Theresa,"We are not trained... since childhood... we started singing, dancing and etc",0,76,1,Positive,0,Not-Request,,,,
Sarah AB,New subscriber here.. great reaction and comments!,0,50,1,Positive,0,Not-Request,,,,
Faith Luarca,Please react to Asia song festival 2017 by Morissette Amon,0,58,33,SS,1,Request,,,,
jessie javier,Nice reaction..just subscribed to your channnel..Just cant wait to watch all your vids..,0,88,1,Positive,0,Not-Request,,,,
Chebel Liedrug,"Actually, there's no formal vocal training in the Philippines. Most singers in our country are just honed through karaoke and listening/ watching singing contests. Singing is a part of Filipino culture so I guess that's also the reason why a lot of Filipinos are inspired to be good singers.",0,291,1,Positive,0,Not-Request,,,,
navbella 4898,Your piano looks amazing ,0,25,1,Positive,0,Not-Request,,,,
lalice0828 lalice,One Sweet Day next please!!!,0,28,33,SS,1,Request,,,,
Ar BAND,Thank you HYUNG. ,1,17,1,Positive,0,Not-Request,,,,
Alvin Mejia,Please make the cover happen! ,0,30,1,Positive,1,Request,,,,
Joshua Ferreras,Hi Oppa. More reaction to her videos please,1,43,0,Negative,1,Request,,,,
Francine Baez,Please do more reactions to morissette amon on wish 1075 bus clusive thanks you,1,79,33,SS,1,Request,,,,
Glenn Matarlo,Please react to Morissette Asia Song Festival 2018 performance please.........,0,78,33,SS,1,Request,,,,
John Paul Alcaide,Well we're really glad if you kake a Cover of her Song..hahahaha..,0,66,1,Positive,0,Not-Request,,,,
It'sme greicey,"She covered Resignation in ASF2018 hope you could react to that also ,,thanks",0,77,0,Negative,1,Request,,,,
Jon Snow,"Here's morissette song list on wish bus 107.5: secret love song, rise up, never enough. Make sure to react. Kamsahamnida",4,120,33,SS,1,Request,,,,
akOsii baTman,Welcome to the philippines,0,26,1,Positive,0,Not-Request,,,,
Jonairah Macaindig,Karaoke,0,7,0,Negative,0,Not-Request,,,,
Ohwen Leonard Agulto,"Basically! I'm grado 10 Student in The Philippines. We love singing (one of our Talents) inside our Classrooms. Everytime our subj. Teachers' was not already arrive, we always do a jamming as a Whole Section",1,207,1,Positive,0,Not-Request,,,,
Carl Albert Steven Laylo,"New subscriber here, please react to her songs at wish  bus,Naririnig mo baRise upAgainst all odds Secret love songA whole new world ( they were hand pick by disney for this song)Di MapaliwanagAnd her ongs at Asia's Song festival 2017 and 2018On the wings of love at venice grand canal with Philharmonic Orchestra Through the rain cover (she is wearing blue gown here)O holy night And many more.... see her videos you will be amaze",0,431,1,Positive,1,Request,,,,
Jay Rivera,please react to morisette's rendition of 체념 in Asia's song festival 2018,0,72,33,SS,1,Request,,,,
Mei Carcasona,"'Akin ka na Lang' means"" Be Mine""",0,33,33,SS,0,Not-Request,,,,
Chun Sa Nataska Guadalupe,please do a reaction to morussertte's i wanna know what love is.. its amazing! please?..,1,88,33,SS,1,Request,,,,
Marie De Magiba,,1,0,33,SS,0,Not-Request,,,,
Jax Gawili,Akin ka na lang-Be mine. Giliw- my love = Be mine my love,0,57,33,SS,0,Not-Request,,,,
Noel Jairo Raciles Barroga,Very well said! New subscriber here from Philippines! More vids pls.,0,68,1,Positive,0,Not-Request,,,,
Kayenne Aniraloc,I really liked your reaction and im also from cavite hahaha.. stone cold.. darren espanto i believe.. kz tandingan say something or rolling in the deep in the singers china and tnt boys new subbie here,0,201,1,Positive,1,Request,,,,
Vterie Kings,"Hi i am from the philippines and i just want to say that there is a singing classes in the philippines but usually filipinos can't afford to go to those classes because it's expensive and ussually singers in the philippines are from a poor family, in order to get recognize or to be a singer they usually go to singing contests",0,327,1,Positive,0,Not-Request,,,,
Bates Bathan,사라마트 포 발음이 잘 합니다. 필리핀 가수 리액션 해줘서 감사해요.,2,38,1,Positive,0,Not-Request,,,,
Eve Calces,Please do cover of this song and we will do reaction video. Nice reaction and we'll wait for your cover.,0,104,1,Positive,1,Request,,,,
James Bam,Please react to her resignation cover during the asia song festival 2018 held in busan PLEEAAASSSSEEE. THANK YOU,0,112,33,SS,1,Request,,,,
ezekiel cas,New subscriber here from the Philippines :) ....,0,48,1,Positive,0,Not-Request,,,,
Temi,I love your reactions and thank you for the English subtitles! :),4,65,1,Positive,0,Not-Request,,,,
Euleve Bryan Libradilla,He's cute,0,9,1,Positive,0,Not-Request,,,,
chen chen,New subscriber here. Nice to meet you.,0,38,1,Positive,0,Not-Request,,,,
Chaey Han,댓글에 링크 들어가서 다른 노래도 봤는데 진짜ㅋㅋㅋㅋㅋ 장난아니게 잘해요ㅜㅜ 쩐다....,7,49,1,Positive,0,Not-Request,,,,
Lihkay Lihkay222,New subscriber here!,0,20,1,Positive,0,Not-Request,,,,
Xaris Villa,Our country has very rich musical background. Music is a part of everyday life. Please react to more Filipino singers! You'll be shocked!,0,137,0,Negative,1,Request,,,,
Tamiko Sachi,,1,0,33,SS,0,Not-Request,,,,
Janekie Paglinawan,new subscriber here. thanks for reacting to morrisette amon.,2,60,1,Positive,0,Not-Request,,,,
j_ gonzaga,Thanks for appreciating Philippine Music Industry More reviews of Pinoy Music i enjoyed listening your reactions.P.s. im going to wait your AKIN KA NALANG cover.Watching from Singapore but Pinoy by heart.,0,204,1,Positive,1,Request,,,,
Cyclona Angel Andaya,Thanks for reacted..... #PROUDFILIPINO,0,38,1,Positive,0,Not-Request,,,,
Ann cristy Ong,pls make a reaction video of morissette amon in asia song festival 2017 and 2018 her performance their was so amazing .pls react it as soon as possible,4,151,33,SS,1,Request,,,,
yozo217,Woah you went to Cavite? That's awesome! I'm from Cavite! Thank you for your reaction!,1,86,1,Positive,0,Not-Request,,,,
Edrian Mercado,"Hi! Please react to her perfomance in Asia Song Festival 2018 at Busan, South Korea. Thank you. God bless you always. ",2,118,1,Positive,1,Request,,,,
Chloue Nicole Santos,New sub! I love this! Pls continue reacting to her,0,50,1,Positive,1,Request,,,,
amor candy,"akin ka na Lang in English meansYou 'l be mine. PH has a lot good singers like Lea Sarongs, Regina, and so many others.Can you pls. React also to Julie Anne san Jos's ADADIO and despacito",0,187,33,SS,1,Request,,,,
lea Oliva,Hello I'm new subscriber here thanks for your wonderful reaction I hope I can here some more of morressette song she's a good singer please react to here cover songStone coldNever enoughRise upAnd Asian song festival Thanks alot.,0,229,1,Positive,1,Request,,,,
j b,New subscriber here.. I'm looking forward for the next reaction video... Thumbs up ,0,83,1,Positive,0,Not-Request,,,,
WinKon Channel,please do a cover...,0,20,33,SS,1,Request,,,,
Blanca Davis,,1,0,33,SS,0,Not-Request,,,,
RRC reyes,coval training in our country ?only in our comfort room :)make this blue if you agree,2,85,0,Negative,0,Not-Request,,,,
Toto Mu,U look cute..thanks for reacting. Morisette is amazing!,0,55,1,Positive,0,Not-Request,,,,
Monkey D. luffy D.,u need translation bro,0,22,0,Negative,0,Not-Request,,,,
Ejdjdj Xjddjdj,"Akin ka na lang... means ""Please Be Mine""... she ask the boy to love her because the loved someone...",0,101,33,SS,0,Not-Request,,,,
yygim ziul,listen to her other cover songsrise upnever enoughnaririnig mo bamori is full of emotions and passion when she sings.love her so much,1,133,33,SS,1,Request,,,,
Yonathan Lucero,Yes.... salamat po.. you pronounced it right...hahaha. good job!,0,64,1,Positive,0,Not-Request,,,,
죠스에며수아,Please put some english cc on your video. ,1,42,33,SS,0,Not-Request,,,,
IamDarl Channel,,0,0,33,SS,0,Not-Request,,,,
Trisha Theresa,"That's why the philippines is called a ""THE WORLD OF SINGERS"" and other talents also... and the filipinos has a Natural beauty and so many wins when it comes to miss universe or beauty pageants",0,193,0,Negative,0,Not-Request,,,,
Soulful Melodies,Akin ka na lang means Nal saranghae jwo,0,39,33,SS,0,Not-Request,,,,
Tata Mingo,Hi newbie here,1,14,1,Positive,0,Not-Request,,,,
Areum Soo,Your reaction is so cute taetae oppa~ ,0,38,1,Positive,0,Not-Request,,,,
Jeraldine Santos,"When people say to you ""akin ka nalang"" you should reply them ""sayo lang ako"" thank me later charr",0,98,1,Positive,0,Not-Request,,,,
Angie Natoyn,"Most Filipinos grow up without any formal singing lessons. However, music and performing is so ingrained in the culture that they start doing it from a very young age. And they love it, which propels them to get better at it. Competition is also extremely high because there are so many good singers. So when artists like Morissette get their foot in the door of the entertainment industry, their base skill level is already very high. Morissette though, is definitely a gem and on a different level.",1,500,33,SS,0,Not-Request,,,,
nwhgab,There are Voice training in the Philippines but I think it's not that intense compared to what K-Idols doing. You should also react to other songs like his rendition of Rise Up /Secret Love Song / and A whole  New world..Also react to regine velasquez she is one of the greatest singer in the Philippines (Asia's Song Bird)Thank you for reacting. I really likr on how you react.Looking forward to your future videos -Your nee subscriber,0,436,33,SS,1,Request,,,,
MinSue Lau,Please do more reactions to her songs in 107.5 wish FM Bus.,1,59,33,SS,1,Request,,,,
ANNIKA BALLESTEROS,Please review also asian song festival 2017 Miss morriset amon,0,62,33,SS,1,Request,,,,
almarjyou,"How did you get AMON right, but got ""akin"" wrong? Lol. We never pronounce A as ey. Always Aaa like apple. Nevertheless, good video.",0,131,1,Positive,0,Not-Request,,,,
Paula Coline Valenzuela,Wow.. Im amazed.. So cool of u,0,30,1,Positive,0,Not-Request,,,,
Mir-ah Fanmade,Hello new subscribers from Australia ,0,37,1,Positive,0,Not-Request,,,,
Nicole Delmundo,Love your reaction,0,18,1,Positive,0,Not-Request,,,,
Lealyn Lojo,We usually don't need a vocal  training cause we have karaoke machine to practice,0,81,0,Negative,0,Not-Request,,,,
